AccYrMo,ValYrMo,Line,Type,Limit,Deductible,TotalPayment,reportedCount,closedPaidCount,closedUnPaidCount,openCount,Paid,Outstanding,Incurred
2010-05,2012-08,Home,Dwelling,200000.0,20000,445797.69883999997,4,3,1,0,445797.69883999997,0,445797.69883999997
2010-05,2012-08,Home,Dwelling,300000.0,20000,122591.6725,5,1,4,0,122591.6725,0,122591.6725
2010-05,2012-09,Auto,PD,8000.0,1000,4893.336451,1,1,0,0,4893.336451,0,4893.336451
2010-05,2012-09,Home,Dwelling,200000.0,20000,180000.0,2,1,1,0,180000.0,0,180000.0
2010-05,2012-09,Home,Dwelling,300000.0,20000,88317.54712,1,1,0,0,88317.54712,0,88317.54712
2010-05,2012-10,Auto,PD,8000.0,1000,6829.375756999999,1,1,0,0,6829.375756999999,0,6829.375756999999
2010-05,2012-10,Auto,PD,20000.0,1000,10737.048371,2,2,0,0,10737.048371,0,10737.048371
2010-05,2012-10,Home,Dwelling,200000.0,20000,631114.62938,6,5,1,0,631114.62938,0,631114.62938
2010-05,2012-10,Home,Dwelling,300000.0,20000,365849.80228,6,2,4,0,365849.80228,0,365849.80228
2010-05,2012-11,Home,Dwelling,200000.0,20000,736285.40606,5,5,0,0,736285.40606,0,736285.40606
2010-05,2012-11,Home,Dwelling,300000.0,20000,82185.50224,2,1,1,0,82185.50224,0,82185.50224
2010-05,2012-12,Auto,PD,15000.0,1000,14000.0,1,1,0,0,14000.0,0,14000.0
2010-05,2012-12,Home,Dwelling,200000.0,20000,1793752.1487999998,15,11,4,0,1793752.1487999998,0,1793752.1487999998
2010-05,2012-12,Home,Dwelling,300000.0,20000,355305.7838,2,2,0,0,355305.7838,0,355305.7838
2010-05,2013-01,Auto,PD,15000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2010-05,2013-01,Auto,PD,20000.0,1000,13769.98761,1,1,0,0,13769.98761,0,13769.98761
2010-05,2013-01,Home,Dwelling,200000.0,20000,877135.3388599999,9,6,3,0,877135.3388599999,0,877135.3388599999
2010-05,2013-01,Home,Dwelling,300000.0,20000,1216533.5819,9,5,4,0,1216533.5819,0,1216533.5819
2010-05,2013-02,Home,Dwelling,200000.0,20000,180980.87208,2,2,0,0,180980.87208,0,180980.87208
2010-05,2013-02,Home,Dwelling,300000.0,20000,903352.0349999999,9,5,4,0,903352.0349999999,0,903352.0349999999
2010-05,2013-03,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-05,2013-03,Auto,PD,20000.0,1000,7223.886205,1,1,0,0,7223.886205,0,7223.886205
2010-05,2013-03,Home,Dwelling,200000.0,20000,267531.2548,2,2,0,0,267531.2548,0,267531.2548
2010-05,2013-03,Home,Dwelling,300000.0,20000,486006.74294,5,4,1,0,486006.74294,0,486006.74294
2010-05,2013-04,Home,Dwelling,200000.0,20000,180000.0,2,1,1,0,180000.0,0,180000.0
2010-05,2013-04,Home,Dwelling,300000.0,20000,793584.8454100001,6,4,2,0,793584.8454100001,0,793584.8454100001
2010-05,2013-05,Home,Dwelling,200000.0,20000,180000.0,1,1,0,0,180000.0,0,180000.0
2010-05,2013-05,Home,Dwelling,300000.0,20000,0.0,1,0,1,0,0.0,0,0.0
2010-05,2013-06,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-05,2013-06,Home,Dwelling,300000.0,20000,0.0,2,0,2,0,0.0,0,0.0
2010-05,2013-07,Auto,PD,15000.0,1000,14000.0,1,1,0,0,14000.0,0,14000.0
2010-05,2013-07,Auto,PD,20000.0,1000,11414.25432,1,1,0,0,11414.25432,0,11414.25432
2010-05,2013-08,Auto,PD,15000.0,1000,9015.945224,1,1,0,0,9015.945224,0,9015.945224
2010-05,2013-08,Auto,PD,20000.0,1000,4130.802836,1,1,0,0,4130.802836,0,4130.802836
2010-05,2013-10,Auto,PD,15000.0,1000,14000.0,1,1,0,0,14000.0,0,14000.0
2010-05,2013-10,Auto,PD,20000.0,1000,2045.785304,1,1,0,0,2045.785304,0,2045.785304
2010-05,2014-01,Auto,PD,8000.0,1000,5580.809528,1,1,0,0,5580.809528,0,5580.809528
2010-05,2014-01,Auto,PD,20000.0,1000,4649.887048,1,1,0,0,4649.887048,0,4649.887048
2010-05,2014-03,Auto,PD,20000.0,1000,6414.5031229999995,1,1,0,0,6414.5031229999995,0,6414.5031229999995
2010-05,2014-04,Auto,PD,20000.0,1000,8718.530498,1,1,0,0,8718.530498,0,8718.530498
2010-05,2014-05,Auto,PD,20000.0,1000,2527.2288559999997,1,1,0,0,2527.2288559999997,0,2527.2288559999997
2010-05,2014-11,Auto,PD,8000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2010-05,2015-06,Auto,PD,15000.0,1000,12457.44859,1,1,0,0,12457.44859,0,12457.44859
2010-05,2015-08,Auto,PD,20000.0,1000,10027.42636,1,1,0,0,10027.42636,0,10027.42636
2010-05,2016-11,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-06,2010-07,Auto,PD,15000.0,1000,6065.782457,1,1,0,0,6065.782457,0,6065.782457
2010-06,2010-07,Auto,PD,20000.0,1000,6512.7074219999995,2,1,1,0,6512.7074219999995,0,6512.7074219999995
2010-06,2010-08,Auto,PD,8000.0,1000,13667.804637000001,2,2,0,0,13667.804637000001,0,13667.804637000001
2010-06,2010-08,Auto,PD,15000.0,1000,35006.458249999996,3,3,0,0,35006.458249999996,0,35006.458249999996
2010-06,2010-08,Auto,PD,20000.0,1000,43482.059207,4,4,0,0,43482.059207,0,43482.059207
2010-06,2010-09,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-06,2010-09,Auto,PD,15000.0,1000,19793.912624999997,3,3,0,0,19793.912624999997,0,19793.912624999997
2010-06,2010-09,Auto,PD,20000.0,1000,17700.790102,4,4,0,0,17700.790102,0,17700.790102
2010-06,2010-10,Auto,PD,8000.0,1000,21000.0,3,3,0,0,21000.0,0,21000.0
2010-06,2010-10,Auto,PD,15000.0,1000,43661.7536,5,5,0,0,43661.7536,0,43661.7536
2010-06,2010-10,Auto,PD,20000.0,1000,48206.490779,5,5,0,0,48206.490779,0,48206.490779
2010-06,2010-11,Auto,PD,8000.0,1000,14000.0,2,2,0,0,14000.0,0,14000.0
2010-06,2010-11,Auto,PD,15000.0,1000,7482.3371959999995,1,1,0,0,7482.3371959999995,0,7482.3371959999995
2010-06,2010-11,Auto,PD,20000.0,1000,58250.092023000005,7,7,0,0,58250.092023000005,0,58250.092023000005
2010-06,2010-12,Auto,PD,8000.0,1000,13710.046638,2,2,0,0,13710.046638,0,13710.046638
2010-06,2010-12,Auto,PD,15000.0,1000,31056.318666,3,3,0,0,31056.318666,0,31056.318666
2010-06,2010-12,Auto,PD,20000.0,1000,28976.615156000003,6,6,0,0,28976.615156000003,0,28976.615156000003
2010-06,2011-01,Auto,PD,15000.0,1000,13616.073375,3,3,0,0,13616.073375,0,13616.073375
2010-06,2011-01,Auto,PD,20000.0,1000,48198.41372799999,6,6,0,0,48198.41372799999,0,48198.41372799999
2010-06,2011-02,Auto,PD,8000.0,1000,11041.264471,3,2,1,0,11041.264471,0,11041.264471
2010-06,2011-02,Auto,PD,15000.0,1000,12578.46676,1,1,0,0,12578.46676,0,12578.46676
2010-06,2011-02,Auto,PD,20000.0,1000,50093.634597,5,4,1,0,50093.634597,0,50093.634597
2010-06,2011-03,Auto,PD,15000.0,1000,16664.684728,5,4,1,0,16664.684728,0,16664.684728
2010-06,2011-03,Auto,PD,20000.0,1000,7058.9468,3,1,2,0,7058.9468,0,7058.9468
2010-06,2011-04,Auto,PD,15000.0,1000,27006.526363999998,5,4,1,0,27006.526363999998,0,27006.526363999998
2010-06,2011-04,Auto,PD,20000.0,1000,79297.327099,9,9,0,0,79297.327099,0,79297.327099
2010-06,2011-05,Auto,PD,15000.0,1000,17163.749122,2,2,0,0,17163.749122,0,17163.749122
2010-06,2011-05,Auto,PD,20000.0,1000,41633.158267,3,3,0,0,41633.158267,0,41633.158267
2010-06,2011-06,Auto,PD,8000.0,1000,2989.954965,1,1,0,0,2989.954965,0,2989.954965
2010-06,2011-06,Auto,PD,15000.0,1000,4471.740124,1,1,0,0,4471.740124,0,4471.740124
2010-06,2011-06,Auto,PD,20000.0,1000,41375.517205799995,7,7,0,0,41375.517205799995,0,41375.517205799995
2010-06,2011-07,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-06,2011-07,Auto,PD,15000.0,1000,14000.0,1,1,0,0,14000.0,0,14000.0
2010-06,2011-07,Auto,PD,20000.0,1000,47931.398623,4,4,0,0,47931.398623,0,47931.398623
2010-06,2011-08,Auto,PD,15000.0,1000,17827.428214,2,2,0,0,17827.428214,0,17827.428214
2010-06,2011-08,Auto,PD,20000.0,1000,17514.750255,2,2,0,0,17514.750255,0,17514.750255
2010-06,2011-09,Auto,PD,15000.0,1000,6083.126263,1,1,0,0,6083.126263,0,6083.126263
2010-06,2011-09,Auto,PD,20000.0,1000,41555.787057,5,5,0,0,41555.787057,0,41555.787057
2010-06,2011-10,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-06,2011-10,Auto,PD,20000.0,1000,32075.07378,5,5,0,0,32075.07378,0,32075.07378
2010-06,2011-11,Auto,PD,15000.0,1000,26859.93198,2,2,0,0,26859.93198,0,26859.93198
2010-06,2011-11,Auto,PD,20000.0,1000,31950.070211,3,3,0,0,31950.070211,0,31950.070211
2010-06,2011-12,Auto,PD,15000.0,1000,3638.2593460000003,1,1,0,0,3638.2593460000003,0,3638.2593460000003
2010-06,2011-12,Auto,PD,20000.0,1000,28168.95497,6,6,0,0,28168.95497,0,28168.95497
2010-06,2012-01,Auto,PD,20000.0,1000,8119.967601,1,1,0,0,8119.967601,0,8119.967601
2010-06,2012-02,Auto,PD,8000.0,1000,18443.214462,3,3,0,0,18443.214462,0,18443.214462
2010-06,2012-02,Auto,PD,15000.0,1000,28144.936212999997,3,3,0,0,28144.936212999997,0,28144.936212999997
2010-06,2012-02,Auto,PD,20000.0,1000,11001.286871,2,2,0,0,11001.286871,0,11001.286871
2010-06,2012-02,Home,Dwelling,300000.0,20000,0.0,1,0,1,0,0.0,0,0.0
2010-06,2012-03,Auto,PD,8000.0,1000,14000.0,3,2,1,0,14000.0,0,14000.0
2010-06,2012-03,Auto,PD,20000.0,1000,12826.32249,1,1,0,0,12826.32249,0,12826.32249
2010-06,2012-04,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-06,2012-04,Auto,PD,15000.0,1000,7128.581098999999,3,1,2,0,7128.581098999999,0,7128.581098999999
2010-06,2012-04,Auto,PD,20000.0,1000,25794.098475000003,3,3,0,0,25794.098475000003,0,25794.098475000003
2010-06,2012-04,Home,Dwelling,200000.0,20000,139561.6561,1,1,0,0,139561.6561,0,139561.6561
2010-06,2012-05,Auto,PD,8000.0,1000,14000.0,2,2,0,0,14000.0,0,14000.0
2010-06,2012-05,Auto,PD,15000.0,1000,19278.189987,3,3,0,0,19278.189987,0,19278.189987
2010-06,2012-05,Auto,PD,20000.0,1000,9725.127962,4,3,1,0,9725.127962,0,9725.127962
2010-06,2012-06,Auto,PD,15000.0,1000,22591.481358,3,3,0,0,22591.481358,0,22591.481358
2010-06,2012-06,Home,Dwelling,300000.0,20000,79540.46732000001,2,1,1,0,79540.46732000001,0,79540.46732000001
2010-06,2012-07,Auto,PD,20000.0,1000,23030.398532,2,2,0,0,23030.398532,0,23030.398532
2010-06,2012-07,Home,Dwelling,300000.0,20000,419254.26769999997,2,2,0,0,419254.26769999997,0,419254.26769999997
2010-06,2012-08,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-06,2012-08,Auto,PD,20000.0,1000,4471.419092,2,1,1,0,4471.419092,0,4471.419092
2010-06,2012-08,Home,Dwelling,200000.0,20000,230054.63438,2,2,0,0,230054.63438,0,230054.63438
2010-06,2012-08,Home,Dwelling,300000.0,20000,261447.6674,3,2,1,0,261447.6674,0,261447.6674
2010-06,2012-09,Auto,PD,8000.0,1000,5330.082203,1,1,0,0,5330.082203,0,5330.082203
2010-06,2012-09,Auto,PD,15000.0,1000,26497.806006,3,3,0,0,26497.806006,0,26497.806006
2010-06,2012-09,Auto,PD,20000.0,1000,6510.5797840000005,1,1,0,0,6510.5797840000005,0,6510.5797840000005
2010-06,2012-09,Home,Dwelling,200000.0,20000,148440.5479,1,1,0,0,148440.5479,0,148440.5479
2010-06,2012-09,Home,Dwelling,300000.0,20000,260588.81474,5,3,2,0,260588.81474,0,260588.81474
2010-06,2012-10,Auto,PD,20000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2010-06,2012-10,Home,Dwelling,200000.0,20000,212987.34441000002,3,2,1,0,212987.34441000002,0,212987.34441000002
2010-06,2012-10,Home,Dwelling,300000.0,20000,401543.16367000004,3,3,0,0,401543.16367000004,0,401543.16367000004
2010-06,2012-11,Auto,PD,15000.0,1000,13520.41163,1,1,0,0,13520.41163,0,13520.41163
2010-06,2012-11,Auto,PD,20000.0,1000,25179.514549,3,2,1,0,25179.514549,0,25179.514549
2010-06,2012-11,Home,Dwelling,200000.0,20000,933414.4389,7,6,1,0,933414.4389,0,933414.4389
2010-06,2012-11,Home,Dwelling,300000.0,20000,619654.97517,3,3,0,0,619654.97517,0,619654.97517
2010-06,2012-12,Auto,PD,15000.0,1000,11477.146052,2,2,0,0,11477.146052,0,11477.146052
2010-06,2012-12,Auto,PD,20000.0,1000,18782.25837,1,1,0,0,18782.25837,0,18782.25837
2010-06,2012-12,Home,Dwelling,200000.0,20000,831408.1574,5,5,0,0,831408.1574,0,831408.1574
2010-06,2012-12,Home,Dwelling,300000.0,20000,750573.2717299999,4,4,0,0,750573.2717299999,0,750573.2717299999
2010-06,2013-01,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-06,2013-01,Auto,PD,20000.0,1000,7017.741835,1,1,0,0,7017.741835,0,7017.741835
2010-06,2013-01,Home,Dwelling,200000.0,20000,847558.4179,8,5,3,0,847558.4179,0,847558.4179
2010-06,2013-01,Home,Dwelling,300000.0,20000,1174630.8221,6,5,1,0,1174630.8221,0,1174630.8221
2010-06,2013-02,Auto,PD,15000.0,1000,9553.609370999999,1,1,0,0,9553.609370999999,0,9553.609370999999
2010-06,2013-02,Auto,PD,20000.0,1000,1988.6683899999998,1,1,0,0,1988.6683899999998,0,1988.6683899999998
2010-06,2013-02,Home,Dwelling,200000.0,20000,406418.98638,7,3,4,0,406418.98638,0,406418.98638
2010-06,2013-02,Home,Dwelling,300000.0,20000,315084.01636999997,6,3,3,0,315084.01636999997,0,315084.01636999997
2010-06,2013-03,Auto,PD,8000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2010-06,2013-03,Auto,PD,20000.0,1000,4408.792598,1,1,0,0,4408.792598,0,4408.792598
2010-06,2013-03,Home,Dwelling,200000.0,20000,659529.69896,7,5,2,0,659529.69896,0,659529.69896
2010-06,2013-03,Home,Dwelling,300000.0,20000,437889.60959999997,6,2,4,0,437889.60959999997,0,437889.60959999997
2010-06,2013-04,Auto,PD,15000.0,1000,14000.0,1,1,0,0,14000.0,0,14000.0
2010-06,2013-04,Auto,PD,20000.0,1000,12515.295966000001,2,2,0,0,12515.295966000001,0,12515.295966000001
2010-06,2013-04,Home,Dwelling,200000.0,20000,509450.94630000007,5,3,2,0,509450.94630000007,0,509450.94630000007
2010-06,2013-04,Home,Dwelling,300000.0,20000,377495.05830000003,2,2,0,0,377495.05830000003,0,377495.05830000003
2010-06,2013-05,Auto,PD,20000.0,1000,7711.348064,1,1,0,0,7711.348064,0,7711.348064
2010-06,2013-05,Home,Dwelling,200000.0,20000,0.0,1,0,1,0,0.0,0,0.0
2010-06,2013-05,Home,Dwelling,300000.0,20000,747266.8523,4,3,1,0,747266.8523,0,747266.8523
2010-06,2013-06,Auto,PD,15000.0,1000,6996.9053730000005,1,1,0,0,6996.9053730000005,0,6996.9053730000005
2010-06,2013-06,Auto,PD,20000.0,1000,879.9642352,1,1,0,0,879.9642352,0,879.9642352
2010-06,2013-06,Home,Dwelling,200000.0,20000,0.0,1,0,1,0,0.0,0,0.0
2010-06,2013-06,Home,Dwelling,300000.0,20000,392159.6383,3,2,1,0,392159.6383,0,392159.6383
2010-06,2013-07,Auto,PD,20000.0,1000,7554.178229000001,1,1,0,0,7554.178229000001,0,7554.178229000001
2010-06,2013-09,Auto,PD,15000.0,1000,10964.566371,2,2,0,0,10964.566371,0,10964.566371
2010-06,2013-09,Auto,PD,20000.0,1000,2988.123765,1,1,0,0,2988.123765,0,2988.123765
2010-06,2013-11,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-06,2013-11,Auto,PD,20000.0,1000,5077.750037,1,1,0,0,5077.750037,0,5077.750037
2010-06,2013-12,Auto,PD,15000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2010-06,2013-12,Auto,PD,20000.0,1000,10745.608970000001,1,1,0,0,10745.608970000001,0,10745.608970000001
2010-06,2014-03,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-06,2014-04,Auto,PD,20000.0,1000,6438.978508,1,1,0,0,6438.978508,0,6438.978508
2010-06,2014-08,Auto,PD,20000.0,1000,15709.04144,1,1,0,0,15709.04144,0,15709.04144
2010-06,2014-09,Auto,PD,15000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2010-06,2015-04,Auto,PD,8000.0,1000,5363.725261,1,1,0,0,5363.725261,0,5363.725261
2010-06,2015-06,Auto,PD,20000.0,1000,17796.727319999998,1,1,0,0,17796.727319999998,0,17796.727319999998
2010-07,2010-08,Auto,PD,8000.0,1000,991.1921587000002,1,1,0,0,991.1921587000002,0,991.1921587000002
2010-07,2010-08,Auto,PD,15000.0,1000,0.0,2,0,2,0,0.0,0,0.0
2010-07,2010-08,Auto,PD,20000.0,1000,5390.6315,2,2,0,0,5390.6315,0,5390.6315
2010-07,2010-09,Auto,PD,8000.0,1000,2138.883925,1,1,0,0,2138.883925,0,2138.883925
2010-07,2010-09,Auto,PD,15000.0,1000,5247.781788,2,1,1,0,5247.781788,0,5247.781788
2010-07,2010-09,Auto,PD,20000.0,1000,25886.093060999996,5,5,0,0,25886.093060999996,0,25886.093060999996
2010-07,2010-10,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-07,2010-10,Auto,PD,15000.0,1000,45381.359364,6,6,0,0,45381.359364,0,45381.359364
2010-07,2010-10,Auto,PD,20000.0,1000,9957.099642,3,3,0,0,9957.099642,0,9957.099642
2010-07,2010-11,Auto,PD,8000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2010-07,2010-11,Auto,PD,15000.0,1000,18679.411507999997,4,3,1,0,18679.411507999997,0,18679.411507999997
2010-07,2010-11,Auto,PD,20000.0,1000,44816.664093,6,6,0,0,44816.664093,0,44816.664093
2010-07,2010-12,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-07,2010-12,Auto,PD,15000.0,1000,27601.853697,5,4,1,0,27601.853697,0,27601.853697
2010-07,2010-12,Auto,PD,20000.0,1000,63738.56021699999,12,10,2,0,63738.56021699999,0,63738.56021699999
2010-07,2011-01,Auto,PD,15000.0,1000,26189.835475,4,4,0,0,26189.835475,0,26189.835475
2010-07,2011-01,Auto,PD,20000.0,1000,70180.187392,8,8,0,0,70180.187392,0,70180.187392
2010-07,2011-02,Auto,PD,8000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2010-07,2011-02,Auto,PD,15000.0,1000,20870.78177,4,4,0,0,20870.78177,0,20870.78177
2010-07,2011-02,Auto,PD,20000.0,1000,40403.460186000004,5,5,0,0,40403.460186000004,0,40403.460186000004
2010-07,2011-03,Auto,PD,15000.0,1000,85470.74130499999,8,8,0,0,85470.74130499999,0,85470.74130499999
2010-07,2011-03,Auto,PD,20000.0,1000,65146.899965000004,6,6,0,0,65146.899965000004,0,65146.899965000004
2010-07,2011-04,Auto,PD,8000.0,1000,19755.105635,3,3,0,0,19755.105635,0,19755.105635
2010-07,2011-04,Auto,PD,20000.0,1000,56303.225568,6,6,0,0,56303.225568,0,56303.225568
2010-07,2011-05,Auto,PD,8000.0,1000,5866.140929,1,1,0,0,5866.140929,0,5866.140929
2010-07,2011-05,Auto,PD,15000.0,1000,18853.176922,3,2,1,0,18853.176922,0,18853.176922
2010-07,2011-05,Auto,PD,20000.0,1000,39427.807343,6,5,1,0,39427.807343,0,39427.807343
2010-07,2011-06,Auto,PD,8000.0,1000,11597.682013000001,2,2,0,0,11597.682013000001,0,11597.682013000001
2010-07,2011-06,Auto,PD,20000.0,1000,45074.137727,6,6,0,0,45074.137727,0,45074.137727
2010-07,2011-07,Auto,PD,15000.0,1000,10056.968108000001,2,2,0,0,10056.968108000001,0,10056.968108000001
2010-07,2011-07,Auto,PD,20000.0,1000,5921.293285,4,2,2,0,5921.293285,0,5921.293285
2010-07,2011-08,Auto,PD,15000.0,1000,18155.536749,2,2,0,0,18155.536749,0,18155.536749
2010-07,2011-08,Auto,PD,20000.0,1000,11899.61324,1,1,0,0,11899.61324,0,11899.61324
2010-07,2011-09,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-07,2011-09,Auto,PD,15000.0,1000,20987.731682,3,3,0,0,20987.731682,0,20987.731682
2010-07,2011-09,Auto,PD,20000.0,1000,17987.970924,2,2,0,0,17987.970924,0,17987.970924
2010-07,2011-10,Auto,PD,8000.0,1000,10627.575545,2,2,0,0,10627.575545,0,10627.575545
2010-07,2011-10,Auto,PD,20000.0,1000,30627.735496,4,4,0,0,30627.735496,0,30627.735496
2010-07,2011-11,Auto,PD,20000.0,1000,28337.298046,3,3,0,0,28337.298046,0,28337.298046
2010-07,2011-12,Auto,PD,8000.0,1000,1560.570736,1,1,0,0,1560.570736,0,1560.570736
2010-07,2011-12,Auto,PD,20000.0,1000,36412.918777,6,6,0,0,36412.918777,0,36412.918777
2010-07,2012-01,Auto,PD,8000.0,1000,2175.758135,1,1,0,0,2175.758135,0,2175.758135
2010-07,2012-01,Auto,PD,15000.0,1000,8720.158865000001,1,1,0,0,8720.158865000001,0,8720.158865000001
2010-07,2012-01,Auto,PD,20000.0,1000,16750.922483000002,2,2,0,0,16750.922483000002,0,16750.922483000002
2010-07,2012-02,Auto,PD,8000.0,1000,10055.490887,2,2,0,0,10055.490887,0,10055.490887
2010-07,2012-02,Auto,PD,15000.0,1000,720.843516,1,1,0,0,720.843516,0,720.843516
2010-07,2012-02,Auto,PD,20000.0,1000,5312.369866,1,1,0,0,5312.369866,0,5312.369866
2010-07,2012-03,Auto,PD,8000.0,1000,15726.834827,3,3,0,0,15726.834827,0,15726.834827
2010-07,2012-03,Auto,PD,20000.0,1000,28731.813172,4,4,0,0,28731.813172,0,28731.813172
2010-07,2012-04,Auto,PD,20000.0,1000,21119.361406,2,2,0,0,21119.361406,0,21119.361406
2010-07,2012-04,Home,Dwelling,300000.0,20000,0.0,2,0,2,0,0.0,0,0.0
2010-07,2012-05,Auto,PD,15000.0,1000,11329.77551,1,1,0,0,11329.77551,0,11329.77551
2010-07,2012-05,Home,Dwelling,300000.0,20000,0.0,1,0,1,0,0.0,0,0.0
2010-07,2012-06,Auto,PD,8000.0,1000,14000.0,2,2,0,0,14000.0,0,14000.0
2010-07,2012-06,Auto,PD,15000.0,1000,4337.334164,2,1,1,0,4337.334164,0,4337.334164
2010-07,2012-06,Auto,PD,20000.0,1000,22863.688193,3,2,1,0,22863.688193,0,22863.688193
2010-07,2012-06,Home,Dwelling,200000.0,20000,114567.7571,1,1,0,0,114567.7571,0,114567.7571
2010-07,2012-06,Home,Dwelling,300000.0,20000,52228.69243,1,1,0,0,52228.69243,0,52228.69243
2010-07,2012-07,Auto,PD,15000.0,1000,3561.802522,1,1,0,0,3561.802522,0,3561.802522
2010-07,2012-07,Auto,PD,20000.0,1000,13543.20395,1,1,0,0,13543.20395,0,13543.20395
2010-07,2012-07,Home,Dwelling,200000.0,20000,163419.4304,1,1,0,0,163419.4304,0,163419.4304
2010-07,2012-07,Home,Dwelling,300000.0,20000,60652.2862,1,1,0,0,60652.2862,0,60652.2862
2010-07,2012-08,Auto,PD,20000.0,1000,13933.512207,3,2,1,0,13933.512207,0,13933.512207
2010-07,2012-08,Home,Dwelling,300000.0,20000,754376.8478699999,4,4,0,0,754376.8478699999,0,754376.8478699999
2010-07,2012-09,Auto,PD,8000.0,1000,11613.855354,2,2,0,0,11613.855354,0,11613.855354
2010-07,2012-09,Auto,PD,15000.0,1000,0.0,1,0,1,0,0.0,0,0.0
2010-07,2012-09,Auto,PD,20000.0,1000,19000.0,1,1,0,0,19000.0,0,19000.0
2010-07,2012-09,Home,Dwelling,200000.0,20000,236892.93806000001,3,2,1,0,236892.93806000001,0,236892.93806000001
2010-07,2012-09,Home,Dwelling,300000.0,20000,235009.00201,3,2,1,0,235009.00201,0,235009.00201
2010-07,2012-10,Auto,PD,15000.0,1000,2900.7058079999997,1,1,0,0,2900.7058079999997,0,2900.7058079999997
2010-07,2012-10,Auto,PD,20000.0,1000,6749.015734999999,1,1,0,0,6749.015734999999,0,6749.015734999999
2010-07,2012-10,Home,Dwelling,200000.0,20000,180000.0,2,1,1,0,180000.0,0,180000.0
2010-07,2012-10,Home,Dwelling,300000.0,20000,0.0,2,0,2,0,0.0,0,0.0
2010-07,2012-11,Auto,PD,15000.0,1000,14000.0,1,1,0,0,14000.0,0,14000.0
2010-07,2012-11,Home,Dwelling,300000.0,20000,165951.28685,4,2,2,0,165951.28685,0,165951.28685
2010-07,2012-12,Auto,PD,8000.0,1000,7000.0,1,1,0,0,7000.0,0,7000.0
2010-07,2012-12,Home,Dwelling,200000.0,20000,48661.42134,4,1,3,0,48661.42134,0,48661.42134
2010-07,2012-12,Home,Dwelling,300000.0,20000,1242253.38596,8,6,2,0,1242253.38596,0,1242253.38596
2010-07,2013-01,Auto,PD,8000.0,1000,3286.95142,1,1,0,0,3286.95142,0,3286.95142
2010-07,2013-01,Home,Dwelling,200000.0,20000,776139.97752,6,6,0,0,776139.97752,0,776139.97752
2010-07,2013-01,Home,Dwelling,300000.0,20000,1261196.35711,10,7,3,0,1261196.35711,0,1261196.35711
2010-07,2013-02,Auto,PD,15000.0,1000,14000.0,1,1,0,0,14000.0,0,14000.0
2010-07,2013-02,Auto,PD,20000.0,1000,2618.121428,1,1,0,0,2618.121428,0,2618.121428
2010-07,2013-02,Home,Dwelling,200000.0,20000,265855.08455,5,2,3,0,265855.08455,0,265855.08455
2010-07,2013-02,Home,Dwelling,300000.0,20000,199129.43551,2,2,0,0,199129.43551,0,199129.43551
2010-07,2013-03,Auto,PD,20000.0,1000,9297.586006,1,1,0,0,9297.586006,0,9297.586006
2010-07,2013-03,Home,Dwelling,200000.0,20000,473691.2023,3,3,0,0,473691.2023,0,473691.2023
2010-07,2013-03,Home,Dwelling,300000.0,20000,1786030.1639000003,8,8,0,0,1786030.1639000003,0,1786030.1639000003
2010-07,2013-04,Home,Dwelling,200000.0,20000,475010.8698,5,3,2,0,475010.8698,0,475010.8698
2010-07,2013-04,Home,Dwelling,300000.0,20000,1111819.018,7,4,3,0,1111819.018,0,1111819.018
2010-07,2013-05,Home,Dwelling,200000.0,20000,360000.0,3,2,1,0,360000.0,0,360000.0
2010-07,2013-05,Home,Dwelling,300000.0,20000,1061770.8724999998,6,6,0,0,1061770.8724999998,0,1061770.8724999998
2010-07,2013-06,Home,Dwelling,200000.0,20000,180000.0,1,1,0,0,180000.0,0,180000.0
