GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurLoss,CumPaidLoss,BulkLoss,EarnedPremDIR,EarnedPremCeded,EarnedPremNet,Single,PostedReserve97,LOB
5185,Grinnell Mut Grp,1989,1992,4,5315,4682,26,9787,195,9592,0,33275,wkcomp
5185,Grinnell Mut Grp,1989,1993,5,5273,4852,28,9787,195,9592,0,33275,wkcomp
5185,Grinnell Mut Grp,1989,1994,6,5198,4931,46,9787,195,9592,0,33275,wkcomp
5185,Grinnell Mut Grp,1989,1995,7,5118,4961,15,9787,195,9592,0,33275,wkcomp
5185,Grinnell Mut Grp,1989,1996,8,5151,4994,50,9787,195,9592,0,33275,wkcomp
5185,Grinnell Mut Grp,1989,1997,9,5153,5006,51,9787,195,9592,0,33275,wkcomp
5185,Grinnell Mut Grp,1990,1990,1,6144,1732,1546,13019,445,12574,0,33275,wkcomp
5185,Grinnell Mut Grp,1990,1991,2,6933,3945,1047,13019,445,12574,0,33275,wkcomp
5185,Grinnell Mut Grp,1990,1992,3,6958,5269,-81,13019,445,12574,0,33275,wkcomp
5185,Grinnell Mut Grp,1990,1993,4,7003,5923,-134,13019,445,12574,0,33275,wkcomp
5185,Grinnell Mut Grp,1990,1994,5,7121,6393,-205,13019,445,12574,0,33275,wkcomp
5185,Grinnell Mut Grp,1990,1995,6,7190,6674,-45,13019,445,12574,0,33275,wkcomp
5185,Grinnell Mut Grp,1990,1996,7,7074,6655,46,13019,445,12574,0,33275,wkcomp
5185,Grinnell Mut Grp,1990,1997,8,7082,6833,62,13019,445,12574,0,33275,wkcomp
5185,Grinnell Mut Grp,1991,1991,1,7783,2792,2386,16125,896,15229,0,33275,wkcomp
5185,Grinnell Mut Grp,1991,1992,2,11119,6422,1028,16125,896,15229,0,33275,wkcomp
5185,Grinnell Mut Grp,1991,1993,3,11011,8646,1,16125,896,15229,0,33275,wkcomp
5185,Grinnell Mut Grp,1991,1994,4,12038,10422,32,16125,896,15229,0,33275,wkcomp
5185,Grinnell Mut Grp,1991,1995,5,11992,11073,-181,16125,896,15229,0,33275,wkcomp
5185,Grinnell Mut Grp,1991,1996,6,12268,11450,61,16125,896,15229,0,33275,wkcomp
5185,Grinnell Mut Grp,1991,1997,7,12145,11591,63,16125,896,15229,0,33275,wkcomp
5185,Grinnell Mut Grp,1992,1992,1,11944,2936,3802,21155,1279,19877,0,33275,wkcomp
5185,Grinnell Mut Grp,1992,1993,2,11789,6482,1191,21155,1279,19877,0,33275,wkcomp
5185,Grinnell Mut Grp,1992,1994,3,11490,8477,-122,21155,1279,19877,0,33275,wkcomp
5185,Grinnell Mut Grp,1992,1995,4,12070,9706,108,21155,1279,19877,0,33275,wkcomp
5185,Grinnell Mut Grp,1992,1996,5,11660,10297,120,21155,1279,19877,0,33275,wkcomp
5185,Grinnell Mut Grp,1992,1997,6,11641,10608,135,21155,1279,19877,0,33275,wkcomp
5185,Grinnell Mut Grp,1993,1993,1,9249,3536,2191,24764,1913,22851,0,33275,wkcomp
5185,Grinnell Mut Grp,1993,1994,2,12118,7361,1166,24764,1913,22851,0,33275,wkcomp
5185,Grinnell Mut Grp,1993,1995,3,12537,9432,531,24764,1913,22851,0,33275,wkcomp
5185,Grinnell Mut Grp,1993,1996,4,12536,10482,218,24764,1913,22851,0,33275,wkcomp
5185,Grinnell Mut Grp,1993,1997,5,12626,11068,317,24764,1913,22851,0,33275,wkcomp
5185,Grinnell Mut Grp,1994,1994,1,11724,3390,3968,29588,1651,27937,0,33275,wkcomp
5185,Grinnell Mut Grp,1994,1995,2,12270,7248,1501,29588,1651,27937,0,33275,wkcomp
5185,Grinnell Mut Grp,1994,1996,3,11661,8723,592,29588,1651,27937,0,33275,wkcomp
5185,Grinnell Mut Grp,1994,1997,4,11686,9711,352,29588,1651,27937,0,33275,wkcomp
5185,Grinnell Mut Grp,1995,1995,1,18571,4084,4965,33647,1654,31993,0,33275,wkcomp
5185,Grinnell Mut Grp,1995,1996,2,17828,9181,1822,33647,1654,31993,0,33275,wkcomp
5185,Grinnell Mut Grp,1995,1997,3,16845,10792,720,33647,1654,31993,0,33275,wkcomp
5185,Grinnell Mut Grp,1996,1996,1,15343,3816,4617,29512,1756,27756,0,33275,wkcomp
5185,Grinnell Mut Grp,1996,1997,2,14161,7800,1614,29512,1756,27756,0,33275,wkcomp
5185,Grinnell Mut Grp,1997,1997,1,16491,4156,5153,26787,1239,25548,0,33275,wkcomp
5940,American Contractors Ins Grp,1988,1988,1,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1988,1989,2,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1988,1990,3,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1988,1991,4,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1988,1992,5,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1988,1993,6,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1988,1994,7,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1988,1995,8,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1988,1996,9,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1988,1997,10,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1989,1989,1,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1989,1990,2,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1989,1991,3,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1989,1992,4,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1989,1993,5,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1989,1994,6,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1989,1995,7,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1989,1996,8,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1989,1997,9,0,0,0,0,0,0,0,18959,wkcomp
5940,American Contractors Ins Grp,1990,1990,1,1410,235,954,5179,4824,355,0,18959,wkcomp
5940,American Contractors Ins Grp,1990,1991,2,896,496,163,5179,4824,355,0,18959,wkcomp
5940,American Contractors Ins Grp,1990,1992,3,966,727,137,5179,4824,355,0,18959,wkcomp
5940,American Contractors Ins Grp,1990,1993,4,734,693,19,5179,4824,355,0,18959,wkcomp
5940,American Contractors Ins Grp,1990,1994,5,742,708,22,5179,4824,355,0,18959,wkcomp
5940,American Contractors Ins Grp,1990,1995,6,747,723,18,5179,4824,355,0,18959,wkcomp
5940,American Contractors Ins Grp,1990,1996,7,710,671,28,5179,4824,355,0,18959,wkcomp
5940,American Contractors Ins Grp,1990,1997,8,787,689,92,5179,4824,355,0,18959,wkcomp
5940,American Contractors Ins Grp,1991,1991,1,1604,165,1152,5823,5132,691,0,18959,wkcomp
5940,American Contractors Ins Grp,1991,1992,2,896,389,415,5823,5132,691,0,18959,wkcomp
5940,American Contractors Ins Grp,1991,1993,3,713,621,46,5823,5132,691,0,18959,wkcomp
5940,American Contractors Ins Grp,1991,1994,4,726,653,42,5823,5132,691,0,18959,wkcomp
5940,American Contractors Ins Grp,1991,1995,5,754,705,25,5823,5132,691,0,18959,wkcomp
5940,American Contractors Ins Grp,1991,1996,6,671,555,43,5823,5132,691,0,18959,wkcomp
5940,American Contractors Ins Grp,1991,1997,7,755,555,118,5823,5132,691,0,18959,wkcomp
5940,American Contractors Ins Grp,1992,1992,1,618,149,358,3633,3132,501,0,18959,wkcomp
5940,American Contractors Ins Grp,1992,1993,2,389,316,47,3633,3132,501,0,18959,wkcomp
5940,American Contractors Ins Grp,1992,1994,3,385,340,23,3633,3132,501,0,18959,wkcomp
5940,American Contractors Ins Grp,1992,1995,4,424,384,30,3633,3132,501,0,18959,wkcomp
5940,American Contractors Ins Grp,1992,1996,5,445,358,39,3633,3132,501,0,18959,wkcomp
5940,American Contractors Ins Grp,1992,1997,6,551,414,104,3633,3132,501,0,18959,wkcomp
5940,American Contractors Ins Grp,1993,1993,1,1289,96,642,2478,1122,1356,0,18959,wkcomp
5940,American Contractors Ins Grp,1993,1994,2,1006,450,132,2478,1122,1356,0,18959,wkcomp
5940,American Contractors Ins Grp,1993,1995,3,1040,619,48,2478,1122,1356,0,18959,wkcomp
5940,American Contractors Ins Grp,1993,1996,4,1084,722,21,2478,1122,1356,0,18959,wkcomp
5940,American Contractors Ins Grp,1993,1997,5,1525,835,68,2478,1122,1356,0,18959,wkcomp
5940,American Contractors Ins Grp,1994,1994,1,854,184,521,3156,2277,879,0,18959,wkcomp
5940,American Contractors Ins Grp,1994,1995,2,486,405,39,3156,2277,879,0,18959,wkcomp
5940,American Contractors Ins Grp,1994,1996,3,398,276,98,3156,2277,879,0,18959,wkcomp
5940,American Contractors Ins Grp,1994,1997,4,546,264,177,3156,2277,879,0,18959,wkcomp
5940,American Contractors Ins Grp,1995,1995,1,2230,169,1764,5314,4659,655,0,18959,wkcomp
5940,American Contractors Ins Grp,1995,1996,2,1400,831,312,5314,4659,655,0,18959,wkcomp
5940,American Contractors Ins Grp,1995,1997,3,1651,764,574,5314,4659,655,0,18959,wkcomp
5940,American Contractors Ins Grp,1996,1996,1,7743,732,5695,16837,8957,7880,0,18959,wkcomp
5940,American Contractors Ins Grp,1996,1997,2,6278,3295,1683,16837,8957,7880,0,18959,wkcomp
5940,American Contractors Ins Grp,1997,1997,1,14373,787,10120,27982,6525,21457,0,18959,wkcomp
6408,Mutual Benefit Grp,1988,1988,1,1358,302,830,2410,668,1742,0,12944,wkcomp
6408,Mutual Benefit Grp,1988,1989,2,1144,619,355,2410,668,1742,0,12944,wkcomp
6408,Mutual Benefit Grp,1988,1990,3,1182,780,296,2410,668,1742,0,12944,wkcomp
6408,Mutual Benefit Grp,1988,1991,4,872,847,5,2410,668,1742,0,12944,wkcomp
6408,Mutual Benefit Grp,1988,1992,5,864,864,0,2410,668,1742,0,12944,wkcomp
6408,Mutual Benefit Grp,1988,1993,6,874,865,1,2410,668,1742,0,12944,wkcomp
6408,Mutual Benefit Grp,1988,1994,7,868,868,0,2410,668,1742,0,12944,wkcomp
6408,Mutual Benefit Grp,1988,1995,8,875,875,0,2410,668,1742,0,12944,wkcomp
6408,Mutual Benefit Grp,1988,1996,9,866,866,0,2410,668,1742,0,12944,wkcomp
6408,Mutual Benefit Grp,1988,1997,10,866,866,0,2410,668,1742,0,12944,wkcomp
6408,Mutual Benefit Grp,1989,1989,1,1756,476,892,2973,637,2336,0,12944,wkcomp
6408,Mutual Benefit Grp,1989,1990,2,1603,804,547,2973,637,2336,0,12944,wkcomp
6408,Mutual Benefit Grp,1989,1991,3,1518,958,447,2973,637,2336,0,12944,wkcomp
6408,Mutual Benefit Grp,1989,1992,4,1188,1083,17,2973,637,2336,0,12944,wkcomp
6408,Mutual Benefit Grp,1989,1993,5,1139,1125,2,2973,637,2336,0,12944,wkcomp
6408,Mutual Benefit Grp,1989,1994,6,1135,1130,1,2973,637,2336,0,12944,wkcomp
6408,Mutual Benefit Grp,1989,1995,7,1119,1102,3,2973,637,2336,0,12944,wkcomp
6408,Mutual Benefit Grp,1989,1996,8,1109,1098,2,2973,637,2336,0,12944,wkcomp
6408,Mutual Benefit Grp,1989,1997,9,1112,1101,2,2973,637,2336,0,12944,wkcomp
6408,Mutual Benefit Grp,1990,1990,1,1848,468,889,3564,838,2726,0,12944,wkcomp
6408,Mutual Benefit Grp,1990,1991,2,1797,1127,310,3564,838,2726,0,12944,wkcomp
6408,Mutual Benefit Grp,1990,1992,3,1928,1580,78,3564,838,2726,0,12944,wkcomp
6408,Mutual Benefit Grp,1990,1993,4,2073,2002,11,3564,838,2726,0,12944,wkcomp
6408,Mutual Benefit Grp,1990,1994,5,1990,1847,23,3564,838,2726,0,12944,wkcomp
6408,Mutual Benefit Grp,1990,1995,6,1991,1887,16,3564,838,2726,0,12944,wkcomp
6408,Mutual Benefit Grp,1990,1996,7,1942,1918,4,3564,838,2726,0,12944,wkcomp
6408,Mutual Benefit Grp,1990,1997,8,1921,1916,1,3564,838,2726,0,12944,wkcomp
6408,Mutual Benefit Grp,1991,1991,1,2873,858,1488,5427,1037,4390,0,12944,wkcomp
6408,Mutual Benefit Grp,1991,1992,2,2921,1974,547,5427,1037,4390,0,12944,wkcomp
6408,Mutual Benefit Grp,1991,1993,3,2886,2545,95,5427,1037,4390,0,12944,wkcomp
6408,Mutual Benefit Grp,1991,1994,4,2796,2627,27,5427,1037,4390,0,12944,wkcomp
6408,Mutual Benefit Grp,1991,1995,5,2807,2723,11,5427,1037,4390,0,12944,wkcomp
6408,Mutual Benefit Grp,1991,1996,6,2737,2648,13,5427,1037,4390,0,12944,wkcomp
6408,Mutual Benefit Grp,1991,1997,7,2737,2682,9,5427,1037,4390,0,12944,wkcomp
6408,Mutual Benefit Grp,1992,1992,1,4108,1163,2038,7059,1192,5867,0,12944,wkcomp
6408,Mutual Benefit Grp,1992,1993,2,4158,2511,799,7059,1192,5867,0,12944,wkcomp
6408,Mutual Benefit Grp,1992,1994,3,3875,3160,220,7059,1192,5867,0,12944,wkcomp
6408,Mutual Benefit Grp,1992,1995,4,3910,3562,48,7059,1192,5867,0,12944,wkcomp
6408,Mutual Benefit Grp,1992,1996,5,3854,3627,34,7059,1192,5867,0,12944,wkcomp
6408,Mutual Benefit Grp,1992,1997,6,3752,3656,-17,7059,1192,5867,0,12944,wkcomp
6408,Mutual Benefit Grp,1993,1993,1,4648,1346,1990,8855,1740,7115,0,12944,wkcomp
6408,Mutual Benefit Grp,1993,1994,2,4647,2713,888,8855,1740,7115,0,12944,wkcomp
6408,Mutual Benefit Grp,1993,1995,3,4591,3521,491,8855,1740,7115,0,12944,wkcomp
6408,Mutual Benefit Grp,1993,1996,4,4394,4078,51,8855,1740,7115,0,12944,wkcomp
6408,Mutual Benefit Grp,1993,1997,5,4452,4231,36,8855,1740,7115,0,12944,wkcomp
6408,Mutual Benefit Grp,1994,1994,1,6004,1484,3039,10962,1793,9169,0,12944,wkcomp
6408,Mutual Benefit Grp,1994,1995,2,6009,3026,1925,10962,1793,9169,0,12944,wkcomp
6408,Mutual Benefit Grp,1994,1996,3,5928,4017,1002,10962,1793,9169,0,12944,wkcomp
6408,Mutual Benefit Grp,1994,1997,4,5192,4645,87,10962,1793,9169,0,12944,wkcomp
6408,Mutual Benefit Grp,1995,1995,1,7344,1583,3956,12465,1545,10920,0,12944,wkcomp
6408,Mutual Benefit Grp,1995,1996,2,7125,3559,2444,12465,1545,10920,0,12944,wkcomp
6408,Mutual Benefit Grp,1995,1997,3,7994,4776,2042,12465,1545,10920,0,12944,wkcomp
6408,Mutual Benefit Grp,1996,1996,1,7362,1722,3562,12482,1405,11077,0,12944,wkcomp
6408,Mutual Benefit Grp,1996,1997,2,7311,3388,2472,12482,1405,11077,0,12944,wkcomp
6408,Mutual Benefit Grp,1997,1997,1,6224,1437,3326,10534,995,9539,0,12944,wkcomp
6807,Amerisafe Grp,1988,1988,1,6096,2129,407,12287,4450,7837,0,50271,wkcomp
6807,Amerisafe Grp,1988,1989,2,5753,4152,388,12287,4450,7837,0,50271,wkcomp
6807,Amerisafe Grp,1988,1990,3,5756,5057,138,12287,4450,7837,0,50271,wkcomp
6807,Amerisafe Grp,1988,1991,4,5942,5478,194,12287,4450,7837,0,50271,wkcomp
6807,Amerisafe Grp,1988,1992,5,5896,5647,144,12287,4450,7837,0,50271,wkcomp
6807,Amerisafe Grp,1988,1993,6,5818,5672,29,12287,4450,7837,0,50271,wkcomp
6807,Amerisafe Grp,1988,1994,7,5822,5710,29,12287,4450,7837,0,50271,wkcomp
6807,Amerisafe Grp,1988,1995,8,5869,5753,29,12287,4450,7837,0,50271,wkcomp
6807,Amerisafe Grp,1988,1996,9,5941,5892,100,12287,4450,7837,0,50271,wkcomp
6807,Amerisafe Grp,1988,1997,10,5870,5969,0,12287,4450,7837,0,50271,wkcomp
6807,Amerisafe Grp,1989,1989,1,7984,2820,1583,12721,1232,11489,0,50271,wkcomp
6807,Amerisafe Grp,1989,1990,2,7379,5430,569,12721,1232,11489,0,50271,wkcomp
6807,Amerisafe Grp,1989,1991,3,6993,6519,75,12721,1232,11489,0,50271,wkcomp
6807,Amerisafe Grp,1989,1992,4,6996,6834,136,12721,1232,11489,0,50271,wkcomp
6807,Amerisafe Grp,1989,1993,5,7173,6842,211,12721,1232,11489,0,50271,wkcomp
6807,Amerisafe Grp,1989,1994,6,6925,6894,30,12721,1232,11489,0,50271,wkcomp
6807,Amerisafe Grp,1989,1995,7,6939,6908,30,12721,1232,11489,0,50271,wkcomp
6807,Amerisafe Grp,1989,1996,8,6914,6931,0,12721,1232,11489,0,50271,wkcomp
6807,Amerisafe Grp,1989,1997,9,6915,6933,0,12721,1232,11489,0,50271,wkcomp
6807,Amerisafe Grp,1990,1990,1,9556,2811,2421,14311,1440,12871,0,50271,wkcomp
6807,Amerisafe Grp,1990,1991,2,8320,5588,1241,14311,1440,12871,0,50271,wkcomp
6807,Amerisafe Grp,1990,1992,3,8167,7568,237,14311,1440,12871,0,50271,wkcomp
6807,Amerisafe Grp,1990,1993,4,8459,7943,324,14311,1440,12871,0,50271,wkcomp
6807,Amerisafe Grp,1990,1994,5,8426,8127,45,14311,1440,12871,0,50271,wkcomp
6807,Amerisafe Grp,1990,1995,6,8334,8264,21,14311,1440,12871,0,50271,wkcomp
6807,Amerisafe Grp,1990,1996,7,8319,8435,0,14311,1440,12871,0,50271,wkcomp
6807,Amerisafe Grp,1990,1997,8,8514,8525,0,14311,1440,12871,0,50271,wkcomp
6807,Amerisafe Grp,1991,1991,1,11959,3675,2814,18074,1977,16097,0,50271,wkcomp
6807,Amerisafe Grp,1991,1992,2,10316,6975,1115,18074,1977,16097,0,50271,wkcomp
6807,Amerisafe Grp,1991,1993,3,10373,8667,931,18074,1977,16097,0,50271,wkcomp
6807,Amerisafe Grp,1991,1994,4,9398,9109,58,18074,1977,16097,0,50271,wkcomp
6807,Amerisafe Grp,1991,1995,5,9362,9248,58,18074,1977,16097,0,50271,wkcomp
6807,Amerisafe Grp,1991,1996,6,9405,9474,0,18074,1977,16097,0,50271,wkcomp
6807,Amerisafe Grp,1991,1997,7,9507,9453,47,18074,1977,16097,0,50271,wkcomp
6807,Amerisafe Grp,1992,1992,1,17226,5063,6030,30952,3334,27618,0,50271,wkcomp
6807,Amerisafe Grp,1992,1993,2,14700,9486,2685,30952,3334,27618,0,50271,wkcomp
6807,Amerisafe Grp,1992,1994,3,14853,11531,2688,30952,3334,27618,0,50271,wkcomp
6807,Amerisafe Grp,1992,1995,4,13269,12035,1088,30952,3334,27618,0,50271,wkcomp
6807,Amerisafe Grp,1992,1996,5,12243,12255,0,30952,3334,27618,0,50271,wkcomp
6807,Amerisafe Grp,1992,1997,6,12364,12296,164,30952,3334,27618,0,50271,wkcomp
6807,Amerisafe Grp,1993,1993,1,18225,6078,4200,39323,7652,31671,0,50271,wkcomp
6807,Amerisafe Grp,1993,1994,2,17441,12040,2405,39323,7652,31671,0,50271,wkcomp
6807,Amerisafe Grp,1993,1995,3,17727,14128,2678,39323,7652,31671,0,50271,wkcomp
6807,Amerisafe Grp,1993,1996,4,15237,14649,184,39323,7652,31671,0,50271,wkcomp
6807,Amerisafe Grp,1993,1997,5,14655,14792,40,39323,7652,31671,0,50271,wkcomp
6807,Amerisafe Grp,1994,1994,1,19150,4985,4392,40814,7454,33360,0,50271,wkcomp
6807,Amerisafe Grp,1994,1995,2,17726,9960,3429,40814,7454,33360,0,50271,wkcomp
6807,Amerisafe Grp,1994,1996,3,17583,13053,3168,40814,7454,33360,0,50271,wkcomp
6807,Amerisafe Grp,1994,1997,4,14520,13739,137,40814,7454,33360,0,50271,wkcomp
6807,Amerisafe Grp,1995,1995,1,29069,7506,7331,61210,8417,52793,0,50271,wkcomp
6807,Amerisafe Grp,1995,1996,2,27132,17461,4621,61210,8417,52793,0,50271,wkcomp
6807,Amerisafe Grp,1995,1997,3,23879,20945,1296,61210,8417,52793,0,50271,wkcomp
6807,Amerisafe Grp,1996,1996,1,31475,9953,5278,68588,7130,61458,0,50271,wkcomp
6807,Amerisafe Grp,1996,1997,2,31335,22722,3068,68588,7130,61458,0,50271,wkcomp
6807,Amerisafe Grp,1997,1997,1,52854,18058,8952,99825,7890,91935,0,50271,wkcomp
7080,New Jersey Manufacturers Grp,1988,1988,1,167087,41821,65633,196319,607,195712,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1988,1989,2,166976,76550,42901,196319,607,195712,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1988,1990,3,166458,96697,16353,196319,607,195712,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1988,1991,4,170327,112662,10768,196319,607,195712,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1988,1992,5,178065,123947,14688,196319,607,195712,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1988,1993,6,179126,129871,17290,196319,607,195712,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1988,1994,7,175786,134646,18177,196319,607,195712,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1988,1995,8,176194,138388,16365,196319,607,195712,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1988,1996,9,178076,141823,15521,196319,607,195712,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1988,1997,10,178967,144781,15214,196319,607,195712,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1989,1989,1,179470,48167,77352,212876,682,212194,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1989,1990,2,185511,87662,39979,212876,682,212194,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1989,1991,3,190758,112106,20543,212876,682,212194,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1989,1992,4,202576,130284,22648,212876,682,212194,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1989,1993,5,204649,141124,23882,212876,682,212194,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1989,1994,6,201686,148503,23849,212876,682,212194,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1989,1995,7,202141,154186,21043,212876,682,212194,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1989,1996,8,204552,158944,23016,212876,682,212194,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1989,1997,9,204135,162903,21483,212876,682,212194,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1990,1990,1,198993,52058,84565,220447,651,219796,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1990,1991,2,215685,99517,47641,220447,651,219796,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1990,1992,3,226829,126876,34902,220447,651,219796,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1990,1993,4,228487,144792,32231,220447,651,219796,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1990,1994,5,225776,156240,31964,220447,651,219796,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1990,1995,6,226678,165086,31547,220447,651,219796,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1990,1996,7,228830,170955,34425,220447,651,219796,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1990,1997,8,228252,176346,31946,220447,651,219796,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1991,1991,1,237457,57251,97295,250254,659,249595,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1991,1992,2,245174,106761,58797,250254,659,249595,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1991,1993,3,247201,133797,41800,250254,659,249595,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1991,1994,4,247388,154668,36567,250254,659,249595,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1991,1995,5,245651,168972,31025,250254,659,249595,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1991,1996,6,249402,179524,34939,250254,659,249595,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1991,1997,7,251541,187266,36246,250254,659,249595,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1992,1992,1,256936,59213,94349,268980,687,268293,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1992,1993,2,272664,113342,66769,268980,687,268293,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1992,1994,3,272226,142908,50233,268980,687,268293,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1992,1995,4,266570,165392,39351,268980,687,268293,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1992,1996,5,263346,179506,34641,268980,687,268293,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1992,1997,6,263655,189506,35010,268980,687,268293,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1993,1993,1,273382,59475,105918,317533,807,316726,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1993,1994,2,273792,111551,76242,317533,807,316726,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1993,1995,3,266742,138387,48649,317533,807,316726,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1993,1996,4,259781,160719,39976,317533,807,316726,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1993,1997,5,261032,175475,41026,317533,807,316726,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1994,1994,1,311979,65607,134776,345154,867,344287,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1994,1995,2,290504,110255,91071,345154,867,344287,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1994,1996,3,264756,137317,51796,345154,867,344287,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1994,1997,4,263642,159972,50769,345154,867,344287,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1995,1995,1,288726,56748,127495,358036,1156,356880,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1995,1996,2,265868,96063,82646,358036,1156,356880,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1995,1997,3,255992,122811,59228,358036,1156,356880,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1996,1996,1,258617,52212,110312,314672,1260,313412,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1996,1997,2,236631,92242,63001,314672,1260,313412,0,1090093,wkcomp
7080,New Jersey Manufacturers Grp,1997,1997,1,216437,43962,95552,262329,1068,261261,0,1090093,wkcomp
7714,Keystone Ins Grp,1988,1988,1,0,0,0,12,0,12,0,0,wkcomp
7714,Keystone Ins Grp,1988,1989,2,0,0,0,12,0,12,0,0,wkcomp
7714,Keystone Ins Grp,1988,1990,3,0,0,0,12,0,12,0,0,wkcomp
7714,Keystone Ins Grp,1988,1991,4,0,0,0,12,0,12,0,0,wkcomp
7714,Keystone Ins Grp,1988,1992,5,0,0,0,12,0,12,0,0,wkcomp
7714,Keystone Ins Grp,1988,1993,6,0,0,0,12,0,12,0,0,wkcomp
7714,Keystone Ins Grp,1988,1994,7,0,0,0,12,0,12,0,0,wkcomp
7714,Keystone Ins Grp,1988,1995,8,0,0,0,12,0,12,0,0,wkcomp
7714,Keystone Ins Grp,1988,1996,9,0,0,0,12,0,12,0,0,wkcomp
7714,Keystone Ins Grp,1988,1997,10,0,0,0,12,0,12,0,0,wkcomp
7714,Keystone Ins Grp,1989,1989,1,0,0,0,12,0,12,0,0,wkcomp
7714,Keystone Ins Grp,1989,1990,2,0,0,0,12,0,12,0,0,wkcomp
7714,Keystone Ins Grp,1989,1991,3,0,0,0,12,0,12,0,0,wkcomp
