118139024326,447447895,09/29/2022 01:43:02 PM,09/29/2022 01:46:05 PM,65.123.223.41,,,,,Not at all,At least once a day,Not at all,Not at all,At least once a day,At least once a month,Not at all,At least once a week,,Basic stuff,Expert,Basic stuff,Not at all,Advanced,Basic stuff,Not at all,Intermediate,,Very much so,Unsure,Unsure,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,,,,,,,Python,A data visualization tool like Tableau,,SQL,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,,,,,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,,,,Not enough time,No perceived benefit,,,,,FCAS,31-40 years old,United States,,Insurance company,,11-25,Between 10 and 15
118138893761,447447895,09/29/2022 11:13:28 AM,09/29/2022 11:18:10 AM,170.202.122.113,,,,,At least once a week,At least once a day,Less than once a month,At least once a month,Not at all,Not at all,At least once a month,At least once a week,,Intermediate,Advanced,Basic stuff,Advanced,Basic stuff,Basic stuff,Basic stuff,Advanced,,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,Very much so,Unsure,Unsure,Very much so,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,Somewhat,Unsure,Unsure,,KNIME,R,,,,,,,,,,,,,Not enough time,,,Insufficient/inadequate staff,,Lack of IT support,,Not enough time,,,"Linear regression, including GLMs",,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,Insufficient/inadequate staff,,,,Not enough time,No perceived benefit,,,,How do we think about balancing getting the work done while creating space to explore things that potentially have benefit but our business partners are not sold on?,FCAS,31-40 years old,United States,,Insurance company,,200+,Between 10 and 15
118138888269,447447895,09/29/2022 10:49:59 AM,09/29/2022 11:12:30 AM,72.93.242.98,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Expert,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,,,,,,,,,,,,,Not enough time,No perceived benefit,,,Lack of management support,,Financial cost,Not enough time,No perceived benefit,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,,No perceived benefit,,,,"One thing to bear in mind when looking at the results is regulators and academics probably aren't in a position to use technology as much.  For regulators, which I am, we are more reactive so are not using most of the technology being surveyed about.  ",FCAS,61 or older,United States,,Government or regulatory organization,,1-5,More than 20
118138845144,447447895,09/29/2022 10:21:25 AM,09/29/2022 10:27:55 AM,170.202.122.125,,,,,Not at all,At least once a day,At least once a week,Not at all,Not at all,Not at all,At least once a week,Not at all,,Not at all,Intermediate,Intermediate,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,Unsure,Very much so,Somewhat,Unsure,Not at all,Not at all,Unsure,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,Somewhat,Somewhat,Unsure,,,R,,,,Python,A data visualization tool like Tableau,,,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,,Excess loss analysis,,,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,,,,,,,FCAS,51-60 years old,United States,,Insurance company,,200+,More than 20
118138839045,447447895,09/29/2022 10:14:58 AM,09/29/2022 10:21:30 AM,137.83.219.184,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Advanced,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Somewhat,Very much so,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Somewhat,Very much so,Very much so,Very much so,Very much so,Very much so,,,,,,,,,A business intelligence dashboarding tool like Power BI,,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,Lack of IT support,,Not enough time,,,,,,,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,Insufficient/inadequate staff,,Lack of IT support,Financial cost,Not enough time,,,"since we are not maximizing current technology, don't have an idea what to ""leap frog"" to",difficult to work on changing/improving when we are so lean,,ACAS,51-60 years old,United States,,Insurance company,,51-200,More than 20
118138836564,447447895,09/29/2022 10:15:48 AM,09/29/2022 10:18:58 AM,174.196.198.34,,,,,At least once a day,At least once a day,Not at all,Not at all,Less than once a month,Less than once a month,Less than once a month,At least once a day,,Intermediate,Expert,Basic stuff,Not at all,Not at all,Basic stuff,Basic stuff,Intermediate,,Very much so,Very much so,Unsure,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Not at all,Not at all,Not at all,Very much so,Very much so,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,Very much so,Very much so,Unsure,,,R,,,,Python,,,,,,Lack of management support,,,Not enough time,,,Insufficient/inadequate staff,,Lack of IT support,,,,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,Insufficient/inadequate staff,Lack of management support,,,,No perceived benefit,,,,,FCAS,Up to 30 years old,United States,,Insurance company,,11-25,Between 5 and 10
118138825825,447447895,09/29/2022 10:01:22 AM,09/29/2022 10:08:00 AM,208.127.91.58,,,,,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,At least once a day,Less than once a month,,Not at all,Advanced,Not at all,Not at all,Not at all,Not at all,Intermediate,Not at all,,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Not at all,Unsure,Unsure,Unsure,Unsure,Unsure,,,,,,,,,A business intelligence dashboarding tool like Power BI,,,Insufficient/inadequate staff,,,,,,,,,Lack of IT support,,,,,,,,,,,,,,,,,,,,,,,,interacting with their underwriters to understand the qualitative aspects of the products/UW process,how an actuary can support even if the technology is basic,,FCAS,51-60 years old,United States,,Other (please specify),MGU,1-5,More than 20
118138809332,447447895,09/29/2022 09:47:05 AM,09/29/2022 09:50:50 AM,165.225.57.79,,,,,Not at all,At least once a day,Less than once a month,Less than once a month,Not at all,Not at all,Not at all,Not at all,,Not at all,Expert,Advanced,Basic stuff,Not at all,Not at all,Basic stuff,Basic stuff,,Very much so,Very much so,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,,,,,,,,,,,,,Not enough time,No perceived benefit,,,,,,Not enough time,,,,Credibility,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,,,,FCAS,31-40 years old,United States,,Consulting Firm,,51-200,Between 10 and 15
118138775075,447447895,09/29/2022 09:11:24 AM,09/29/2022 09:14:31 AM,149.20.204.152,,,,,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Expert,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,,I don't know of any,R,,,,,,,,,,,,,Not enough time,,,,,,,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,,,,Chain-ladder,,,,,,,,Not enough time,,,None that I know of,No,,FCAS,41-50 years old,United States,,Consulting Firm,,26-50,More than 20
118138696757,447447895,09/28/2022 07:43:21 AM,09/29/2022 07:33:16 AM,192.243.35.254,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,At least once a week,Akur8,Not at all,Expert,Not at all,Not at all,Not at all,Not at all,Not at all,Advanced,Akur8,Very much so,,,Somewhat,,,Very much so,,,Somewhat,,,Somewhat,,,Somewhat,,,Somewhat,,,Very much so,,,Akur8,Predictive Modeling Software,,,,,Python,,A business intelligence dashboarding tool like Power BI,,Akur8,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,Insufficient/inadequate staff,,,,,,,Akur8,It isn't just the development of predictive models but the management / maintenance that is important.,"As tools improve, more work is going to be software agnostic. It is the system of models that will be important.",FCAS,51-60 years old,United States,,Insurance company,,26-50,More than 20
118138672459,447447895,09/29/2022 06:53:24 AM,09/29/2022 06:57:13 AM,192.222.173.172,,,,,Not at all,At least once a day,Not at all,At least once a week,At least once a week,Not at all,Not at all,Less than once a month,,Intermediate,Advanced,Not at all,Intermediate,Intermediate,Not at all,Not at all,Basic stuff,,Somewhat,Somewhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,A business intelligence dashboarding tool like Power BI,,,Insufficient/inadequate staff,,,,,,,Insufficient/inadequate staff,Lack of management support,,,,,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,Insufficient/inadequate staff,,,,Not enough time,,,,,,FCAS,Up to 30 years old,Canada,,Insurance company,,51-200,Between 5 and 10
118138578617,447447895,09/29/2022 04:08:58 AM,09/29/2022 04:16:28 AM,86.98.215.67,,,,,Not at all,At least once a day,At least once a week,Not at all,Not at all,Not at all,Less than once a month,Not at all,,Not at all,Intermediate,Intermediate,Intermediate,Not at all,Not at all,Basic stuff,Basic stuff,,Somewhat,Very much so,Unsure,Very much so,Very much so,Very much so,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Not at all,Not at all,Not at all,Somewhat,Somewhat,Unsure,,NA,R,,,,Python,,,,,Insufficient/inadequate staff,,Lack of IT support,,,,,Insufficient/inadequate staff,,,,,,,"Linear regression, including GLMs",Credibility,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,Insufficient/inadequate staff,,,,,,,NA,Application of technology in every day work (i mean how the models can be built with R/ Python/ Excel etc),NA,None yet,31-40 years old,Asia,,Insurance company,,1-5,Between 10 and 15
118138562754,447447895,09/29/2022 03:40:22 AM,09/29/2022 03:44:20 AM,157.120.250.82,,,,,At least once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,Less than once a month,Not at all,"In-house tools for reserving triangles, financial reporting",Basic stuff,Advanced,Not at all,Intermediate,Basic stuff,Not at all,Basic stuff,Intermediate,,Very much so,Very much so,Somewhat,Somewhat,Very much so,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Somewhat,Somewhat,Somewhat,,,R,,,,,,,,,,,,,Not enough time,,,,,,,Not enough time,,,,,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,Insufficient/inadequate staff,Lack of management support,,,,No perceived benefit,,,,,FCAS,31-40 years old,Asia,,Reinsurance company,,51-200,Between 15 and 20
118138562453,447447895,09/29/2022 03:37:53 AM,09/29/2022 03:43:39 AM,172.58.217.96,,,,,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Basic stuff,Expert,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,R,Excel,,,,,,,,Insufficient/inadequate staff,,,,Not enough time,No perceived benefit,,,,,,Not enough time,No perceived benefit,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,Insufficient/inadequate staff,,,,Not enough time,No perceived benefit,,,,,FCAS,61 or older,United States,,Consulting Firm,,1-5,More than 20
118138551089,447447895,09/29/2022 03:12:27 AM,09/29/2022 03:19:18 AM,166.196.103.1,,,,,At least once a month,At least once a day,At least once a month,Not at all,At least once a month,Not at all,Not at all,Not at all,,Intermediate,Advanced,Not at all,Not at all,Intermediate,Basic stuff,Not at all,Not at all,,Somewhat,Very much so,Somewhat,Very much so,Very much so,Somewhat,,,,Very much so,Very much so,Somewhat,Very much so,Very much so,Somewhat,Very much so,Very much so,Somewhat,,,,,,,,Stochastic vendor models if your focused on capital modeling as a topic of the survey,R,,,,Python,,,,,,,,Financial cost,,,,,,,Financial cost,,,,"Linear regression, including GLMs",,,,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,,,Financial cost,,,,,,,FCAS,Prefer not to say,United States,,Consulting Firm,,11-25,More than 20
118138545552,447447895,09/29/2022 03:02:17 AM,09/29/2022 03:06:57 AM,211.25.15.59,,,,,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,At least once a month,Not at all,,Advanced,Expert,Intermediate,Basic stuff,Basic stuff,Intermediate,Intermediate,Expert,,Somewhat,Very much so,Somewhat,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Not at all,Somewhat,Not at all,Not at all,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Very much so,Very much so,Somewhat,,"Broker tools such as Remetrica, Igloo and other third party software.",,Excel,,,,,,,,,,,,,No perceived benefit,,,,,,,No perceived benefit,,,Credibility,Premium adjustment,Excess loss analysis,,,,,Chain-ladder,,,,,,,,,No perceived benefit,,,How frequently broker/ third party tools are used.,,ACAS,Up to 30 years old,Asia,,Reinsurance company,,1-5,Less than 5
118138488873,447447895,09/29/2022 12:26:18 AM,09/29/2022 12:34:48 AM,67.188.139.43,,,,,Not at all,At least once a day,Not at all,Not at all,Less than once a month,At least once a week,Not at all,At least once a day,,Not at all,Expert,Basic stuff,Not at all,Basic stuff,Basic stuff,Not at all,Intermediate,,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Unsure,,,,,,,Python,,,,,,,,Financial cost,Not enough time,No perceived benefit,,,,,Financial cost,Not enough time,No perceived benefit,,,,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,,,,FCAS,31-40 years old,United States,,Insurance company,,6-10,Between 10 and 15
118138488781,447447895,09/29/2022 12:30:13 AM,09/29/2022 12:34:31 AM,136.52.107.142,,,,,Not at all,At least once a day,Not at all,At least once a week,Not at all,Less than once a month,Not at all,At least once a week,,Basic stuff,Expert,Basic stuff,Intermediate,Not at all,Not at all,Not at all,Intermediate,,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,,,R,,,,,A data visualization tool like Tableau,,,,Insufficient/inadequate staff,Lack of management support,,,Not enough time,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,,,,ACAS,Up to 30 years old,United States,,Insurance company,,11-25,Between 5 and 10
118138433298,447447895,09/28/2022 10:13:49 PM,09/28/2022 10:17:15 PM,76.91.17.208,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Expert,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,,,,,,,,,,,,,,,,Not enough time,,staff will do that work for me,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,Insufficient/inadequate staff,,,,Not enough time,,,,,,FCAS,51-60 years old,United States,,Insurance company,,51-200,More than 20
118138420984,447447895,09/28/2022 09:41:45 PM,09/28/2022 09:50:02 PM,73.21.47.214,,,,,At least once a month,At least once a day,Not at all,Not at all,Not at all,Less than once a month,Less than once a month,At least once a month,,Intermediate,Advanced,Basic stuff,Basic stuff,Basic stuff,Intermediate,Intermediate,Advanced,,Very much so,Very much so,Unsure,Very much so,Somewhat,Unsure,Very much so,Very much so,Unsure,Very much so,Somewhat,Unsure,Very much so,Somewhat,Unsure,Somewhat,Not at all,Unsure,Somewhat,Not at all,Unsure,Very much so,Somewhat,Unsure,,,R,Excel,,,,A data visualization tool like Tableau,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",Credibility,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,,Na,,,,FCAS,Up to 30 years old,United States,,Consulting Firm,,200+,Less than 5
118138358288,447447895,09/28/2022 07:37:24 PM,09/28/2022 07:39:32 PM,100.8.101.150,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Expert,Not at all,Not at all,Not at all,Not at all,Not at all,Basic stuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,,laziness,,,,,,,,,,,,,,,,,,,,,,,,,No perceived benefit,,,,,FCAS,51-60 years old,United States,,Consulting Firm,,1-5,More than 20
118138337049,447447895,09/27/2022 07:55:25 AM,09/28/2022 07:01:09 PM,74.71.50.113,,,,,At least once a day,At least once a day,Not at all,Not at all,At least once a week,Less than once a month,At least once a month,At least once a day,,Expert,Expert,Basic stuff,Intermediate,Advanced,Basic stuff,Intermediate,Advanced,,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Very much so,Somewhat,Somewhat,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,,,R,,,,Python,,,SQL,,,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",Credibility,,Excess loss analysis,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,,,,,No perceived benefit,,,Discussions about implementation and carrying forward models into production.,"R, Python, their data wrangling libraries, and modeling libraries are not full-on replacements for spreadsheet applications. There are lots of things they do better than Excel, lots of things they do that are impossible in Excel, and yet Excel will continue to live on as a critical actuarial tool.",FCAS,31-40 years old,United States,,Insurance company,,26-50,Between 15 and 20
118138333948,447447895,09/28/2022 06:51:03 PM,09/28/2022 06:56:07 PM,75.118.92.216,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,At least once a month,Not at all,At least once a month,ResQ (reserving software),Not at all,Expert,Intermediate,Basic stuff,Not at all,Basic stuff,Not at all,Basic stuff,,Very much so,Very much so,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Not at all,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,,,,,,,,,,SQL,,Insufficient/inadequate staff,,Lack of IT support,,Not enough time,,,,,Lack of IT support,,,,,,Credibility,Premium adjustment,,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,Not enough time,No perceived benefit,,,,,FCAS,41-50 years old,United States,,Government or regulatory organization,,1-5,More than 20
118138309203,447447895,09/28/2022 06:08:31 PM,09/28/2022 06:13:34 PM,142.216.101.2,,,,,Not at all,At least once a day,Not at all,At least once a day,Less than once a month,Not at all,At least once a week,Less than once a month,,Not at all,Advanced,Not at all,Intermediate,Not at all,Not at all,Basic stuff,Basic stuff,,Very much so,Very much so,Very much so,Somewhat,Unsure,Unsure,Not at all,Not at all,Not at all,Very much so,Somewhat,Unsure,Very much so,Somewhat,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,,Modeling softwares,,,,,,,A business intelligence dashboarding tool like Power BI,,,,,Lack of IT support,,Not enough time,No perceived benefit,,,,Lack of IT support,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",,Premium adjustment,,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",AI/deep learning,Chain-ladder,Tree-based methods like random forests,,,,,,,,No perceived benefit,,,,,FCAS,31-40 years old,Canada,,Insurance company,,200+,Between 10 and 15
118138302258,447447895,09/28/2022 05:57:36 PM,09/28/2022 06:02:03 PM,73.84.208.249,,,,,,At least once a week,Not at all,Not at all,Not at all,Not at all,Not at all,Less than once a month,,Not at all,Expert,Not at all,Not at all,Not at all,Not at all,Not at all,Basic stuff,,Somewhat,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,,,,,,,Python,,,SQL,,,,,,Not enough time,No perceived benefit,,,Lack of management support,,,,,,"Linear regression, including GLMs",Credibility,,,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,Not enough time,No perceived benefit,,,,,ACAS,61 or older,United States,,Retired,,200+,Between 15 and 20
118138296005,447447895,09/28/2022 05:49:08 PM,09/28/2022 05:52:12 PM,181.215.195.232,,,,,At least once a week,At least once a day,At least once a month,At least once a month,Not at all,Not at all,Less than once a month,Not at all,,Advanced,Expert,Expert,Basic stuff,Not at all,Not at all,Basic stuff,Basic stuff,,Very much so,Very much so,Not at all,Somewhat,Somewhat,Very much so,Very much so,Very much so,Not at all,,,,,,,,,,,,,,,,,,R,,,SAS,Python,A data visualization tool like Tableau,A business intelligence dashboarding tool like Power BI,,,,,Lack of IT support,,Not enough time,,,,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,Not enough time,,,,,,ACAS,Up to 30 years old,United States,,Insurance company,,51-200,Less than 5
118138244440,447447895,09/28/2022 04:32:26 PM,09/28/2022 04:41:44 PM,173.63.102.75,,,,,At least once a month,At least once a day,Not at all,Not at all,Not at all,Less than once a month,Not at all,At least once a week,,Basic stuff,Advanced,Basic stuff,Not at all,Not at all,Basic stuff,Not at all,Intermediate,,Somewhat,,,Very much so,,,Not at all,,,,,,,,,,,,,,,Somewhat,,,,,R,,,,,,,,,,,Lack of IT support,,Not enough time,,,,,,,,,Organizational acceptance,,Credibility,,,,Bornhuetter-Ferguson,,,,,,,,,,,,No perceived benefit,Difficult and complex,,,,None yet,Up to 30 years old,United States,,Insurance company,,11-25,Between 5 and 10
118138244185,447447895,09/28/2022 04:38:35 PM,09/28/2022 04:41:23 PM,168.149.143.85,,,,,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Less than once a month,Not at all,,Not at all,Expert,Not at all,Basic stuff,Not at all,Not at all,Basic stuff,Not at all,,Very much so,Very much so,Very much so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No perceived benefit,,,,,,,No perceived benefit,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,,,,,No perceived benefit,,,,,FCAS,61 or older,United States,,Consulting Firm,,11-25,More than 20
118138241913,447447895,09/28/2022 04:34:18 PM,09/28/2022 04:38:30 PM,174.128.43.12,,,,,Not at all,At least once a day,Less than once a month,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Expert,Advanced,Not at all,Not at all,Not at all,Not at all,Basic stuff,,Very much so,Very much so,Very much so,,,,,,,,,,,,,,,,,,,,,,,,R,,,SAS,Python,,,SQL,,,,,,Not enough time,,,,,,Financial cost,Not enough time,No perceived benefit,,,Credibility,Premium adjustment,,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,Financial cost,Not enough time,No perceived benefit,,,,,ACAS,,United States,,Insurance company,,1-5,More than 20
118138226965,447447895,09/28/2022 04:12:03 PM,09/28/2022 04:19:57 PM,199.161.127.19,,,,,At least once a month,At least once a day,Less than once a month,At least once a week,Less than once a month,Less than once a month,At least once a month,At least once a week,,Basic stuff,Advanced,Basic stuff,Expert,Basic stuff,Basic stuff,Intermediate,Advanced,,Very much so,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Unsure,Somewhat,Unsure,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Somewhat,,,R,,,,,,A business intelligence dashboarding tool like Power BI,,,,,,Financial cost,Not enough time,,,,,Lack of IT support,Financial cost,,,,,Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,,,not closely related to the area I am working,,,,FCAS,51-60 years old,United States,,Insurance company,,6-10,Between 10 and 15
118138225844,447447895,09/28/2022 04:13:39 PM,09/28/2022 04:18:35 PM,174.129.159.22,,,,,Less than once a month,At least once a day,At least once a week,Less than once a month,Not at all,Not at all,Not at all,At least once a week,,Basic stuff,Advanced,Advanced,Advanced,Not at all,Not at all,Not at all,Advanced,,Very much so,Very much so,Unsure,Very much so,Unsure,Unsure,Somewhat,Unsure,Unsure,Very much so,Unsure,Unsure,Very much so,Unsure,Unsure,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,,,,,,,Python,,,,,,,,,Not enough time,,,,,,Financial cost,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,,,,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,,,,,No perceived benefit,,,,,ACAS,51-60 years old,United States,,Insurance company,,26-50,Between 15 and 20
118138205892,447447895,09/28/2022 03:50:47 PM,09/28/2022 03:54:21 PM,138.43.99.103,,,,,Not at all,At least once a day,Not at all,Less than once a month,Not at all,At least once a month,Not at all,Less than once a month,,Not at all,Advanced,Not at all,Basic stuff,Not at all,Intermediate,Basic stuff,Intermediate,,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,,,,,,,,,,,,,,,,,No perceived benefit,,,,,,,No perceived benefit,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,Insufficient/inadequate staff,,,,Not enough time,No perceived benefit,,,,,FCAS,41-50 years old,United States,,Insurance company,,26-50,More than 20
